s_fid,y
20230303-49281-13461-s-7852,0
20230303-49281-13461-s-7501,0
20230303-49281-13461-s-8326,0
20230303-49284-13461-s-6018,0
20230303-49281-13461-s-8027,0
20230303-49284-13461-s-6868,0
20230303-49281-13461-s-8185,1
20230303-49281-13461-s-7554,0
20230303-49281-13461-s-8030,0
20230303-49281-13461-s-8589,0
20230303-49281-13461-s-8748,0
20230303-49284-13461-s-6085,0
20230303-49281-13461-s-8039,0
20230303-49281-13461-s-8276,0
20230303-49281-13461-s-7439,0
20230303-49281-13461-s-8595,0
20230303-49281-13461-s-8817,0
20230303-49281-13461-s-8721,0
20230303-49281-13461-s-8328,0
20230303-49281-13461-s-8610,0
20230303-49284-13461-s-6580,1
20230303-49284-13461-s-6448,1
20230303-49284-13461-s-6462,0
20230303-49281-13461-s-8242,0
20230303-49281-13461-s-7683,0
20230303-49281-13461-s-7519,0
20230303-49281-13461-s-7418,0
20230303-49284-13461-s-6865,0
20230303-49281-13461-s-7678,0
20230303-49284-13461-s-6724,1
20230303-49284-13461-s-6430,0
20230303-49284-13461-s-6208,0
20230303-49284-13461-s-6417,0
20230303-49281-13461-s-8777,0
20230303-49284-13461-s-6182,0
20230303-49284-13461-s-6733,1
20230303-49284-13461-s-6701,1
20230303-49281-13461-s-8609,0
20230303-49284-13461-s-6143,0
20230303-49284-13461-s-6774,1
20230303-49281-13461-s-7867,1
20230303-49284-13461-s-6719,1
20230303-49284-13461-s-6773,1
20230303-49281-13461-s-7752,0
20230303-49281-13461-s-7885,0
20230303-49281-13461-s-8644,0
20230303-49281-13461-s-7368,0
20230303-49284-13461-s-6394,0
20230303-49281-13461-s-7512,0
20230303-49284-13461-s-6784,1
20230303-49281-13461-s-7449,0
20230303-49284-13461-s-6956,1
20230303-49281-13461-s-7488,0
20230303-49281-13461-s-8596,0
20230303-49281-13461-s-8142,0
20230303-49281-13461-s-8457,0
20230303-49281-13461-s-8303,0
20230303-49281-13461-s-8254,0
20230303-49281-13461-s-7654,0
20230303-49284-13461-s-6545,1
20230303-49281-13461-s-8459,0
20230303-49281-13461-s-8352,1
20230303-49284-13461-s-6723,1
20230303-49281-13461-s-7898,0
20230303-49281-13461-s-7696,0
20230303-49281-13461-s-8640,0
20230303-49284-13461-s-6795,1
20230303-49281-13461-s-7505,0
20230303-49281-13461-s-8398,0
20230303-49284-13461-s-6277,0
20230303-49281-13461-s-8636,0
20230303-49281-13461-s-8165,0
20230303-49284-13461-s-6135,0
20230303-49281-13461-s-7807,0
20230303-49281-13461-s-8602,0
20230303-49281-13461-s-7646,0
20230303-49284-13461-s-6682,1
20230303-49284-13461-s-6722,1
20230303-49281-13461-s-7571,0
20230303-49284-13461-s-6511,1
20230303-49281-13461-s-7598,0
20230303-49284-13461-s-6731,1
20230303-49284-13461-s-5794,0
20230303-49281-13461-s-8319,0
20230303-49281-13461-s-8516,0
20230303-49281-13461-s-8221,0
20230303-49284-13461-s-6577,1
20230303-49281-13461-s-7356,0
20230303-49284-13461-s-6857,0
20230303-49284-13461-s-6514,1
20230303-49281-13461-s-8431,1
20230303-49284-13461-s-6833,1
20230303-49281-13461-s-7748,0
20230303-49284-13461-s-6575,1
20230303-49281-13461-s-8329,0
20230303-49281-13461-s-7545,0
20230303-49281-13461-s-8735,0
20230303-49284-13461-s-6688,1
20230303-49284-13461-s-6797,1
20230303-49281-13461-s-8318,1
20230303-49281-13461-s-8617,0
20230303-49281-13461-s-7942,0
20230303-49281-13461-s-8345,0
20230303-49281-13461-s-7469,0
20230303-49281-13461-s-8749,0
20230303-49281-13461-s-8491,0
20230303-49281-13461-s-7490,1
manual,0
20230303-49284-13461-s-5958,0
20230303-49284-13461-s-5990,0
20230303-49281-13461-s-7662,0
20230303-49281-13461-s-8804,0
20230303-49281-13461-s-7831,0
20230303-49284-13461-s-5866,0
20230303-49281-13461-s-8081,0
20230303-49281-13461-s-8119,0
20230303-49281-13461-s-8556,0
20230303-49284-13461-s-6191,0
20230303-49281-13461-s-7419,0
20230303-49281-13461-s-8300,0
20230303-49281-13461-s-8151,0
20230303-49284-13461-s-5775,0
20230303-49284-13461-s-6140,0
20230303-49281-13461-s-8278,0
20230303-49281-13461-s-8069,0
20230303-49281-13461-s-7719,0
20230303-49281-13461-s-7586,0
20230303-49284-13461-s-6410,0
20230303-49284-13461-s-6601,1
20230303-49281-13461-s-8731,0
20230303-49281-13461-s-8279,0
20230303-49284-13461-s-6750,1
20230303-49281-13461-s-7676,0
20230303-49284-13461-s-6856,1
20230303-49281-13461-s-8024,0
20230303-49281-13461-s-7682,0
20230303-49284-13461-s-6742,1
20230303-49281-13461-s-8682,0
20230303-49281-13461-s-8372,0
20230303-49284-13461-s-5816,0
20230303-49281-13461-s-7991,0
20230303-49281-13461-s-8893,1
20230303-49281-13461-s-7729,0
20230303-49281-13461-s-8049,1
20230303-49281-13461-s-8661,0
20230303-49281-13461-s-7776,0
20230303-49281-13461-s-8528,0
20230303-49281-13461-s-8700,0
20230303-49281-13461-s-8434,0
20230303-49284-13461-s-6300,0
20230303-49281-13461-s-8779,0
20230303-49281-13461-s-8708,0
20230303-49281-13461-s-8390,0
20230303-49284-13461-s-5780,0
20230303-49281-13461-s-7695,0
20230303-49281-13461-s-7494,0
20230303-49284-13461-s-6114,0
20230303-49284-13461-s-6825,1
20230303-49284-13461-s-6069,0
20230303-49281-13461-s-7626,0
20230303-49281-13461-s-7374,0
20230303-49281-13461-s-8146,0
20230303-49284-13461-s-6633,1
20230303-49284-13461-s-6566,1
20230303-49281-13461-s-7409,0
20230303-49284-13461-s-6770,1
20230303-49284-13461-s-6388,0
20230303-49281-13461-s-7495,1
20230303-49284-13461-s-6369,0
20230303-49281-13461-s-8564,0
20230303-49284-13461-s-6141,0
20230303-49284-13461-s-6631,1
20230303-49284-13461-s-6879,0
20230303-49284-13461-s-6051,0
20230303-49281-13461-s-8089,0
20230303-49284-13461-s-6483,1
20230303-49281-13461-s-8540,0
20230303-49281-13461-s-7721,0
20230303-49281-13461-s-8281,1
20230303-49284-13461-s-6593,1
20230303-49281-13461-s-8526,0
20230303-49281-13461-s-7946,0
20230303-49281-13461-s-7575,0
20230303-49281-13461-s-8701,0
20230303-49284-13461-s-6821,1
20230303-49284-13461-s-6225,0
20230303-49281-13461-s-7728,0
20230303-49281-13461-s-7636,0
20230303-49281-13461-s-8337,1
20230303-49281-13461-s-8520,0
20230303-49281-13461-s-8217,1
20230303-49281-13461-s-7688,0
20230303-49281-13461-s-7643,1
20230303-49281-13461-s-7504,0
20230303-49284-13461-s-6061,0
20230303-49281-13461-s-7697,0
20230303-49281-13461-s-7401,1
20230303-49281-13461-s-8573,0
20230303-49281-13461-s-7397,0
20230303-49284-13461-s-6528,1
20230303-49281-13461-s-8593,0
20230303-49281-13461-s-7534,0
20230303-49284-13461-s-6798,1
20230303-49284-13461-s-6803,1
20230303-49281-13461-s-7563,0
20230303-49281-13461-s-8942,1
20230303-49281-13461-s-8652,0
20230303-49284-13461-s-6717,1
20230303-49284-13461-s-6829,1
20230303-49284-13461-s-7710,0
20230303-49284-13461-s-6708,1
20230303-49284-13461-s-6705,1
20230303-49284-13461-s-6214,0
20230303-49281-13461-s-8234,1
20230303-49281-13461-s-8003,0
20230303-49281-13461-s-7859,0
20230303-49281-13461-s-8675,0
20230303-49284-13461-s-6212,0
20230303-49281-13461-s-8776,0
20230303-49284-13461-s-5810,0
20230303-49281-13461-s-7847,0
20230303-49281-13461-s-7457,0
20230303-49281-13461-s-8722,0
20230303-49281-13461-s-8191,0
20230303-49284-13461-s-6689,1
20230303-49281-13461-s-8502,0
20230303-49281-13461-s-8967,0
20230303-49284-13461-s-6832,1
20230303-49281-13461-s-7994,0
20230303-49281-13461-s-8534,0
20230303-49281-13461-s-8897,1
20230303-49284-13461-s-6768,1
20230303-49284-13461-s-6576,1
20230303-49284-13461-s-6522,1
20230303-49284-13461-s-5747,0
20230303-49281-13461-s-7502,0
20230303-49281-13461-s-8501,0
20230303-49284-13461-s-5726,0
20230303-49281-13461-s-7421,0
20230303-49281-13461-s-7967,0
20230303-49281-13461-s-8244,0
20230303-49281-13461-s-7873,0
20230303-49284-13461-s-6320,0
20230303-49281-13461-s-8544,0
20230303-49284-13461-s-5776,0
20230303-49284-13461-s-6874,0
20230303-49284-13461-s-5854,0
20230303-49281-13461-s-8445,0
20230303-49281-13461-s-8312,0
20230303-49284-13461-s-6850,0
20230303-49281-13461-s-8324,0
20230303-49281-13461-s-7578,0
20230303-49281-13461-s-8000,0
20230303-49281-13461-s-7572,0
20230303-49281-13461-s-8040,0
20230303-49281-13461-s-8902,1
20230303-49281-13461-s-8292,1
20230303-49281-13461-s-8255,0
20230303-49281-13461-s-8237,0
20230303-49284-13461-s-6630,1
20230303-49281-13461-s-8305,0
20230303-49281-13461-s-7780,0
20230303-49281-13461-s-7385,0
20230303-49284-13461-s-6559,1
20230303-49281-13461-s-8322,0
20230303-49284-13461-s-6269,0
20230303-49284-13461-s-6840,1
20230303-49281-13461-s-8052,0
20230303-49281-13461-s-8369,0
20230303-49281-13461-s-7456,0
20230303-49281-13461-s-7516,0
20230303-49281-13461-s-8765,0
20230303-49281-13461-s-7458,0
20230303-49281-13461-s-8424,1
20230303-49281-13461-s-8401,0
20230303-49284-13461-s-6667,1
20230303-49281-13461-s-8908,0
20230303-49281-13461-s-7510,0
20230303-49281-13461-s-7699,0
20230303-49284-13461-s-5671,0
20230303-49281-13461-s-7839,0
20230303-49284-13461-s-6779,0
20230303-49284-13461-s-6252,0
20230303-49281-13461-s-8029,1
20230303-49284-13461-s-6625,1
20230303-49281-13461-s-8105,1
20230303-49281-13461-s-8273,1
20230303-49284-13461-s-5981,0
20230303-49281-13461-s-7665,0
20230303-49281-13461-s-7935,0
20230303-49284-13461-s-6830,1
20230303-49281-13461-s-7905,0
20230303-49284-13461-s-6728,1
20230303-49284-13461-s-6308,0
20230303-49284-13461-s-6641,1
20230303-49284-13461-s-6475,0
20230303-49284-13461-s-6295,0
20230303-49281-13461-s-8153,0
20230303-49281-13461-s-7523,0
20230303-49284-13461-s-6062,0
20230303-49281-13461-s-8493,0
20230303-49281-13461-s-7650,0
20230303-49284-13461-s-6776,1
20230303-49281-13461-s-8004,0
20230303-49281-13461-s-8198,0
20230303-49284-13461-s-6565,0
20230303-49281-13461-s-8149,0
20230303-49284-13461-s-6298,0
20230303-49284-13461-s-6546,1
20230303-49284-13461-s-6881,0
20230303-49281-13461-s-7485,0
20230303-49281-13461-s-8282,0
20230303-49281-13461-s-8620,0
20230303-49284-13461-s-5870,0
20230303-49281-13461-s-8298,1
20230303-49284-13461-s-6443,1
20230303-49281-13461-s-8508,0
20230303-49284-13461-s-5749,0
20230303-49284-13461-s-6789,1
20230303-49281-13461-s-7427,0
20230303-49284-13461-s-6490,1
20230303-49284-13461-s-6716,1
20230303-49281-13461-s-7606,1
20230303-49281-13461-s-8222,0
20230303-49281-13461-s-8379,0
20230303-49281-13461-s-8590,0
20230303-49281-13461-s-7791,0
20230303-49281-13461-s-7540,0
20230303-49281-13461-s-8225,0
20230303-49284-13461-s-6416,0
20230303-49281-13461-s-8367,0
20230303-49281-13461-s-8561,0
20230303-49281-13461-s-8452,0
20230303-49281-13461-s-8277,1
20230303-49281-13461-s-7459,1
20230303-49281-13461-s-8638,0
20230303-49281-13461-s-8517,0
20230303-49284-13461-s-6374,0
20230303-49281-13461-s-8212,0
20230303-49281-13461-s-8008,0
20230303-49281-13461-s-8895,1
20230303-49284-13461-s-6702,1
20230303-49281-13461-s-8671,0
20230303-49281-13461-s-7997,0
20230303-49281-13461-s-8088,0
20230303-49284-13461-s-6147,0
20230303-49281-13461-s-8539,0
20230303-49281-13461-s-7906,0
20230303-49281-13461-s-8362,1
20230303-49281-13461-s-8773,0
20230303-49284-13461-s-6645,1
20230303-49284-13461-s-5712,0
20230303-49284-13461-s-5861,0
20230303-49281-13461-s-7451,0
20230303-49284-13461-s-5985,0
20230303-49281-13461-s-7790,0
20230303-49281-13461-s-7959,0
20230303-49281-13461-s-8677,0
20230303-49281-13461-s-8427,0
20230303-49284-13461-s-5822,0
20230303-49281-13461-s-7422,0
20230303-49281-13461-s-8334,0
20230303-49281-13461-s-7362,1
20230303-49284-13461-s-6230,0
20230303-49281-13461-s-7769,0
20230303-49284-13461-s-6467,1
20230303-49281-13461-s-8627,0
20230303-49281-13461-s-7594,0
20230303-49284-13461-s-6734,1
20230303-49281-13461-s-8220,0
20230303-49284-13461-s-6251,0
20230303-49281-13461-s-8084,1
20230303-49281-13461-s-7980,0
20230303-49281-13461-s-8727,0
20230303-49281-13461-s-8258,0
20230303-49281-13461-s-8435,0
20230303-49284-13461-s-6622,1
20230303-49281-13461-s-7850,0
20230303-49284-13461-s-6260,0
20230303-49281-13461-s-7639,0
20230303-49281-13461-s-7685,0
20230303-49281-13461-s-7641,0
20230303-49281-13461-s-7794,0
20230303-49281-13461-s-8726,0
20230303-49281-13461-s-7658,0
20230303-49284-13461-s-6324,0
20230303-49281-13461-s-7620,1
20230303-49281-13461-s-8583,0
20230303-49281-13461-s-8016,0
20230303-49281-13461-s-8439,0
20230303-49284-13461-s-6957,1
20230303-49281-13461-s-7645,0
20230303-49281-13461-s-7781,0
20230303-49281-13461-s-8486,0
20230303-49281-13461-s-7754,0
20230303-49281-13461-s-7973,0
20230303-49284-13461-s-6563,1
20230303-49281-13461-s-7795,0
20230303-49281-13461-s-7927,0
20230303-49284-13461-s-5721,0
20230303-49281-13461-s-7624,0
20230303-49284-13461-s-6767,1
20230303-49281-13461-s-7894,0
20230303-49281-13461-s-7864,0
20230303-49281-13461-s-8475,0
20230303-49281-13461-s-7577,0
20230303-49281-13461-s-7388,0
20230303-49281-13461-s-8803,0
20230303-49281-13461-s-7354,0
20230303-49284-13461-s-5771,0
20230303-49281-13461-s-8551,0
20230303-49281-13461-s-7379,0
20230303-49284-13461-s-6102,0
20230303-49284-13461-s-6189,1
20230303-49281-13461-s-8299,0
20230303-49281-13461-s-8358,0
20230303-49281-13461-s-8523,0
20230303-49281-13461-s-7857,0
20230303-49284-13461-s-6195,0
20230303-49284-13461-s-6685,1
20230303-49281-13461-s-8283,0
20230303-49281-13461-s-8455,0
20230303-49281-13461-s-7705,0
20230303-49284-13461-s-6846,0
20230303-49281-13461-s-8719,0
20230303-49284-13461-s-6449,0
20230303-49284-13461-s-6341,0
20230303-49281-13461-s-7562,0
20230303-49281-13461-s-8788,0
20230303-49281-13461-s-8543,0
20230303-49281-13461-s-8325,0
20230303-49284-13461-s-6635,1
20230303-49284-13461-s-6814,1
20230303-49281-13461-s-7961,0
20230303-49281-13461-s-7386,0
20230303-49281-13461-s-8569,0
20230303-49284-13461-s-6959,1
20230303-49281-13461-s-7355,0
20230303-49284-13461-s-6870,0
20230303-49281-13461-s-8786,0
20230303-49281-13461-s-7483,0
20230303-49281-13461-s-7482,0
20230303-49284-13461-s-6744,1
20230303-49281-13461-s-7687,0
20230303-49281-13461-s-7566,0
20230303-49281-13461-s-7542,0
20230303-49284-13461-s-6067,0
20230303-49281-13461-s-8532,0
20230303-49281-13461-s-8041,1
20230303-49284-13461-s-6815,1
20230303-49281-13461-s-7723,0
20230303-49281-13461-s-8399,0
20230303-49281-13461-s-7879,0
20230303-49281-13461-s-8270,0
20230303-49281-13461-s-7648,0
20230303-49284-13461-s-6709,1
20230303-49281-13461-s-8686,0
20230303-49281-13461-s-8031,0
20230303-49284-13461-s-6164,0
20230303-49284-13461-s-6739,1
20230303-49281-13461-s-8756,0
20230303-49281-13461-s-7700,0
20230303-49281-13461-s-7868,0
20230303-49284-13461-s-6217,0
20230303-49281-13461-s-8080,0
20230303-49281-13461-s-7706,0
20230303-49284-13461-s-5885,0
20230303-49284-13461-s-6111,0
20230303-49284-13461-s-6352,0
20230303-49281-13461-s-7432,0
20230303-49281-13461-s-8559,0
20230303-49281-13461-s-7346,0
20230303-49284-13461-s-6755,1
20230303-49284-13461-s-6237,0
20230303-49284-13461-s-6737,1
20230303-49281-13461-s-7815,0
20230303-49281-13461-s-8570,0
20230303-49284-13461-s-5654,0
20230303-49284-13461-s-6834,1
20230303-49284-13461-s-6124,0
20230303-49281-13461-s-8456,0
20230303-49281-13461-s-8485,0
20230303-49281-13461-s-8394,0
20230303-49281-13461-s-7408,0
20230303-49284-13461-s-6048,0
20230303-49281-13461-s-8078,0
20230303-49284-13461-s-6812,1
20230303-49284-13461-s-6372,0
20230303-49284-13461-s-5674,0
20230303-49281-13461-s-8603,0
20230303-49281-13461-s-7948,0
20230303-49281-13461-s-8387,0
20230303-49281-13461-s-7910,1
20230303-49284-13461-s-6055,0
20230303-49284-13461-s-6120,0
20230303-49281-13461-s-8576,0
20230303-49281-13461-s-7424,0
20230303-49281-13461-s-7826,0
20230303-49281-13461-s-7889,0
20230303-49281-13461-s-7888,0
20230303-49281-13461-s-8796,0
20230303-49281-13461-s-8009,0
20230303-49284-13461-s-5677,0
20230303-49281-13461-s-7443,0
20230303-49284-13461-s-5832,0
20230303-49284-13461-s-6063,1
20230303-49281-13461-s-7802,0
20230303-49281-13461-s-8966,0
20230303-49281-13461-s-7466,0
20230303-49284-13461-s-6862,0
20230303-49281-13461-s-8380,0
20230303-49281-13461-s-7375,0
20230303-49281-13461-s-8228,0
20230303-49281-13461-s-8504,0
20230303-49284-13461-s-7708,0
20230303-49281-13461-s-7686,0
20230303-49284-13461-s-6663,1
20230303-49284-13461-s-6502,1
20230303-49281-13461-s-7583,0
20230303-49284-13461-s-6435,0
20230303-49281-13461-s-7391,0
20230303-49284-13461-s-6710,1
20230303-49281-13461-s-8529,0
20230303-49281-13461-s-8144,0
20230303-49281-13461-s-7588,0
20230303-49281-13461-s-8702,0
20230303-49281-13461-s-8429,0
20230303-49281-13461-s-8604,0
20230303-49281-13461-s-8713,0
20230303-49281-13461-s-8410,0
20230303-49284-13461-s-6852,0
20230303-49281-13461-s-8109,0
20230303-49281-13461-s-8353,0
20230303-49281-13461-s-7830,0
20230303-49284-13461-s-6598,1
20230303-49281-13461-s-7733,0
20230303-49281-13461-s-8699,0
20230303-49284-13461-s-6561,1
20230303-49281-13461-s-8361,0
20230303-49281-13461-s-8514,0
20230303-49284-13461-s-6684,1
20230303-49281-13461-s-7625,0
20230303-49281-13461-s-7584,0
20230303-49281-13461-s-8388,0
20230303-49284-13461-s-6632,1
20230303-49284-13461-s-6691,1
20230303-49281-13461-s-8363,0
20230303-49284-13461-s-6351,0
20230303-49284-13461-s-6721,1
20230303-49281-13461-s-8959,0
20230303-49281-13461-s-8709,0
20230303-49281-13461-s-8662,0
20230303-49281-13461-s-8601,0
20230303-49281-13461-s-8178,0
